Survey_ID,Class,Question,D_Value,L_Confidence,H_Confidence,P_ID
512715,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,36.1,30.8,41.8,12815
512716,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,33.2,28.2,38.6,12816
512717,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),30.2,26.1,34.5,12817
512718,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,34.4,27.4,42.1,12818
512719,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,33.3,29.4,37.3,12819
512720,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.5,28.1,39.3,12820
512721,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,28.2,21.7,35.8,12821
512722,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,39.7,34.1,45.5,12822
512723,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,27.3,23.7,31.1,12823
512724,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),50.4,44.3,56.6,12824
512725,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,27.5,24.6,30.6,12825
512726,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,35.1,29.3,41.4,12826
512727,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,20.9,18,24.1,12827
512728,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),42.7,37.1,48.5,12828
512729,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,22.4,20.3,24.5,12829
512730,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,23.9,20.7,27.5,12830
512731,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),31.2,27.4,35.3,12831
512732,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,34.6,29.6,40.1,12832
512733,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,19.5,14.7,25.3,12833
512734,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,19.6,15.3,24.7,12834
512735,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.6,26.5,41.5,12835
512736,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,35.7,32.4,39,12836
512737,Physical Activity,Percent of adults who engage in no leisure-time physical activity,39.7,31.7,48.3,12837
512738,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.7,23.6,30,12838
512739,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,22.7,19,26.9,12839
512740,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,20.3,16.9,24.2,12840
512741,Physical Activity,Percent of adults who engage in no leisure-time physical activity,35.6,30.9,40.7,12841
512742,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),28.5,25.2,32,12842
512743,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,23.7,19.2,28.8,12843
512744,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,35.7,30.9,40.8,12844
512745,Physical Activity,Percent of adults who engage in no leisure-time physical activity,35.8,29.7,42.3,12845
512746,Physical Activity,Percent of adults who engage in no leisure-time physical activity,20.9,18.1,24,12846
512747,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily,33.9,28.5,39.7,12847
512748,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),33.5,29.9,37.3,12848
512749,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,34.2,31.3,37.2,12849
512750,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,21.1,18,24.7,12850
512751,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),30.5,27.8,33.2,12851
512752,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,33.4,29,38.2,12852
512753,Physical Activity,Percent of adults who engage in no leisure-time physical activity,26.7,21.5,32.5,12853
512754,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,27.7,24.5,31.2,12854
512755,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily,27.2,22.4,32.7,12855
512756,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,32.8,27.2,38.8,12856
512757,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,18.1,14.3,22.7,12857
512758,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,32.9,29.8,36.2,12858
512759,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),54.2,49.1,59.2,12859
512760,Physical Activity,Percent of adults who engage in no leisure-time physical activity,19,17,21.1,12860
512761,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),26.2,21.6,31.5,12861
512762,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily,10.1,8.3,12.3,12862
512763,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,29.8,25.7,34.3,12863
512764,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,33.2,29.2,37.4,12864
512765,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,31.3,27.1,35.9,12865
512766,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily,30.6,25.6,36,12866
512767,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),43.3,39.8,46.9,12867
512768,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),39.9,33.9,46.2,12868
512769,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),36.3,31.1,41.9,12869
